6.9238E+02	1.3620E+00	3.5705E+00
6.8522E+02	6.4300E-01	2.4212E+00
1.9200E+00	8.8822E+02	3.3954E+00
6.8712E+02	3.9370E+00	1.0446E+00
6.9115E+02	9.7080E+00	3.7073E+00
1.0683E+01	1.0480E+00	3.1387E+00
3.6030E+00	6.6330E+00	3.6510E+00
1.0867E+01	8.0900E+00	3.6915E+00
8.7220E+00	8.9112E+02	3.5736E+00
3.6570E+00	8.8113E+02	2.4071E+00
6.8376E+02	9.8190E+00	3.6672E+00
6.8878E+02	1.6235E+01	2.6694E+00
6.7367E+02	1.2490E+00	3.2643E+00
1.5468E+01	1.2475E+01	1.2935E+00
1.6013E+01	8.9153E+02	3.6952E+00
2.0330E+01	4.9100E-01	3.6925E+00
7.9660E+00	1.4719E+01	3.1459E+00
1.0225E+01	8.8387E+02	3.6337E+00
3.6200E-01	8.7192E+02	2.6640E+00
6.9224E+02	2.8776E+01	3.3803E+00
6.8692E+02	2.1446E+01	2.8561E+00
6.6746E+02	3.0700E-01	1.0879E+00
6.7661E+02	7.8820E+00	3.6996E+00
1.9356E+01	7.7640E+00	3.6350E+00
1.3040E+00	1.7972E+01	3.1333E+00
6.8496E+02	8.9126E+02	3.1570E+00
5.9930E+00	8.7419E+02	3.3044E+00
1.7441E+01	1.5888E+01	2.4231E+00
6.7920E+00	2.0788E+01	3.0329E+00
6.9117E+02	8.8426E+02	3.6098E+00
6.8170E+02	1.8313E+01	3.2048E+00
6.6931E+02	6.8100E+00	3.6736E+00
2.4000E-02	2.3802E+01	2.8107E+00
1.7462E+01	8.8427E+02	3.6141E+00
1.4608E+01	8.7801E+02	3.1701E+00
2.5639E+01	5.2710E+00	2.8922E+00
2.3350E+01	1.3732E+01	3.5344E+00
2.5303E+01	8.8754E+02	2.9863E+00
1.1063E+01	8.7092E+02	2.6117E+00
6.8497E+02	2.8089E+01	3.6963E+00
6.9051E+02	3.5854E+01	3.7041E+00
6.5187E+02	1.1000E-01	2.6680E+00
6.5839E+02	4.6360E+00	2.1016E+00
3.0431E+01	1.3480E+00	3.2643E+00
4.1810E+00	2.4594E+01	5.1844E-01
6.8735E+02	8.7851E+02	1.0869E+00
6.8463E+02	8.8388E+02	2.6185E+00
6.7823E+02	8.8820E+02	3.4310E+00
5.1500E+00	8.6629E+02	1.8992E+00
6.7437E+02	1.8126E+01	2.2255E+00
6.6448E+02	1.0597E+01	5.6505E-01
2.9719E+01	8.6440E+00	2.3439E+00
2.1771E+01	2.0946E+01	3.6793E+00
6.8354E+02	3.4927E+01	2.9830E+00
4.6393E+01	1.4480E+00	3.6943E+00
2.8057E+01	1.7608E+01	2.0326E+00
1.0062E+01	2.7117E+01	3.7066E+00
6.3700E-01	3.0447E+01	3.6169E+00
6.7083E+02	8.8765E+02	3.4814E+00
6.8830E+02	8.7141E+02	3.3193E+00
2.3910E+01	8.8027E+02	3.2442E+00
6.8640E+02	4.1931E+01	3.4915E+00
6.7954E+02	3.2096E+01	1.5608E+00
6.6655E+02	1.4884E+01	3.1076E+00
6.7351E+02	2.4111E+01	3.4619E+00
6.5621E+02	7.2210E+00	1.0898E+00
3.2934E+01	6.1360E+00	1.6493E+00
1.7953E+01	2.6689E+01	1.9086E+00
6.8461E+02	8.7648E+02	2.1212E+00
6.7501E+02	8.8216E+02	3.4106E+00
6.5141E+02	8.8939E+02	3.3948E+00
2.1386E+01	8.7408E+02	3.4194E+00
1.1291E+01	8.6395E+02	3.6993E+00
4.0047E+01	4.4720E+00	3.0902E+00
6.7310E+00	3.3383E+01	2.9675E+00
3.5469E+01	8.8506E+02	3.1072E+00
4.2000E+01	8.9048E+02	2.4152E+00
3.2432E+01	1.6036E+01	2.5662E+00
1.4913E+01	3.2725E+01	3.7052E+00
2.8018E+01	2.4878E+01	3.6990E+00
6.4427E+02	8.9124E+02	3.6487E+00
6.7744E+02	8.7484E+02	3.0491E+00
6.6781E+02	8.8253E+02	1.9316E+00
1.8075E+01	8.6764E+02	2.1418E+00
9.4240E+00	8.5679E+02	3.6104E+00
4.0520E+00	8.5177E+02	1.5554E+00
6.7458E+02	3.1406E+01	3.0494E+00
6.6045E+02	1.9023E+01	3.4976E+00
6.5246E+02	1.1080E+01	3.3620E+00
6.4905E+02	5.3860E+00	2.3030E+00
5.6655E+01	1.3080E+00	3.3259E+00
2.7730E+00	3.7300E+01	2.5682E+00
0.0000E+00	4.8589E+01	3.4575E+00
2.1787E+01	3.3017E+01	1.7711E+00
6.8338E+02	8.6918E+02	1.3401E+00
6.8968E+02	8.5936E+02	3.7072E+00
6.5930E+02	8.8599E+02	3.6893E+00
2.9850E+01	8.7808E+02	3.1066E+00
4.1660E+00	8.4436E+02	9.0826E-01
6.6775E+02	2.6156E+01	2.3008E+00
6.4174E+02	4.1500E+00	2.9712E+00
3.7377E+01	1.1142E+01	3.7034E+00
1.0149E+01	3.7638E+01	2.4567E+00
6.7659E+02	8.6963E+02	8.8701E-01
6.7068E+02	8.7617E+02	3.6395E+00
6.8414E+02	8.6395E+02	3.2716E+00
3.0173E+01	8.7140E+02	3.5176E+00
1.5735E+01	8.5870E+02	2.7448E+00
4.6230E+00	8.4745E+02	1.9852E+00
6.7347E+02	3.8627E+01	1.4729E+00
6.2832E+02	1.7160E+00	1.7360E+00
4.4351E+01	1.1786E+01	2.9355E+00
5.2143E+01	9.4370E+00	3.6917E+00
6.3802E+01	3.4000E-02	3.6966E+00
3.4813E+01	2.6771E+01	3.1556E+00
1.7031E+01	3.9734E+01	3.5751E+00
2.7694E+01	3.2231E+01	3.5230E+00
6.9075E+02	8.5256E+02	2.4472E+00
2.3929E+01	8.6741E+02	3.3990E+00
5.4748E+01	8.8829E+02	3.7038E+00
1.1401E+01	8.5003E+02	3.4219E+00
6.8677E+02	5.2874E+01	3.4828E+00
6.6212E+02	2.6205E+01	3.1670E+00
6.7257E+02	4.3997E+01	3.3300E+00
6.6810E+02	3.3313E+01	3.5697E+00
6.4031E+02	8.9410E+00	8.1812E-01
6.3403E+02	5.4360E+00	3.5369E+00
3.8126E+01	1.8341E+01	3.4181E+00
7.1123E+01	1.2090E+00	3.7016E+00
1.9500E+00	5.5485E+01	1.8567E+00
6.3070E+00	4.1928E+01	3.1873E+00
6.3576E+02	8.8996E+02	3.6639E+00
6.4491E+02	8.8400E+02	3.0437E+00
4.3556E+01	8.8329E+02	3.1842E+00
2.1638E+01	8.6001E+02	3.2402E+00
6.7952E+02	4.7790E+01	3.3042E+00
6.4777E+02	1.6836E+01	3.1831E+00
6.2180E+02	3.9550E+00	3.6681E+00
5.9373E+01	8.1910E+00	3.4264E+00
6.8350E+02	8.5668E+02	2.0972E+00
6.6338E+02	8.7670E+02	3.1815E+00
6.9176E+02	8.4836E+02	1.7957E+00
3.8039E+01	8.7520E+02	3.5794E+00
5.7200E+00	8.4012E+02	1.3738E+00
1.7424E+01	8.5293E+02	3.2152E+00
1.1436E+01	8.4290E+02	1.2737E+00
4.8506E+01	1.5472E+01	2.5953E+00
4.0460E+01	2.5278E+01	2.6219E+00
1.1750E+00	6.2811E+01	2.8581E+00
2.4378E+01	3.8834E+01	3.6678E+00
6.4010E+00	5.6507E+01	2.6103E+00
7.3030E+00	4.8941E+01	3.6955E+00
3.4669E+01	3.4057E+01	3.6625E+00
6.7703E+02	8.6331E+02	3.6984E+00
6.5607E+02	8.7550E+02	3.3407E+00
6.8332E+02	8.5293E+02	1.0263E-01
6.4758E+02	8.7784E+02	3.5609E+00
6.2581E+02	8.9072E+02	3.5007E+00
4.4891E+01	8.7817E+02	1.6984E+00
5.0801E+01	8.8317E+02	1.3012E+00
3.0992E+01	8.6367E+02	3.5227E+00
6.8122E+01	8.9088E+02	3.2204E+00
8.5200E-01	8.3041E+02	2.2926E+00
6.8054E+02	5.5123E+01	3.0778E+00
6.8715E+02	6.0190E+01	2.8135E+00
6.5264E+02	2.6875E+01	2.3514E+00
6.6668E+02	4.0320E+01	3.5795E+00
6.4204E+02	1.1503E+01	1.9958E+00
6.1525E+02	4.9770E+00	2.4611E+00
1.3029E+01	4.5027E+01	2.8873E+00
3.1431E+01	4.0725E+01	3.6309E+00
7.7973E+01	3.0060E+00	3.1284E+00
6.7054E+02	8.6486E+02	2.2044E+00
6.1818E+01	8.8644E+02	3.4301E+00
7.9158E+01	8.9218E+02	3.2929E+00
1.7103E+01	8.4566E+02	3.6833E+00
2.1652E+01	8.5007E+02	1.1261E+00
6.7314E+02	5.1202E+01	3.7073E+00
6.5690E+02	3.1410E+01	3.5186E+00
6.3524E+02	1.2599E+01	3.6888E+00
6.2377E+02	1.0977E+01	3.1938E+00
6.0871E+02	8.2200E-01	3.6939E+00
6.2480E+01	1.4744E+01	2.2378E+00
6.6444E+01	6.9260E+00	3.6834E+00
1.4236E+01	5.0851E+01	3.0535E+00
6.4051E+02	8.7810E+02	3.5102E+00
6.8435E+02	8.4809E+02	1.6430E+00
6.6511E+02	8.6954E+02	3.5507E+00
6.8885E+02	8.4376E+02	3.2410E+00
5.2303E+01	8.7826E+02	1.3003E+00
3.9747E+01	8.6880E+02	2.8426E+00
2.6766E+01	8.5484E+02	3.6855E+00
1.3128E+01	8.4002E+02	1.9727E+00
6.3780E+00	8.3307E+02	3.4883E+00
6.7977E+02	6.0320E+01	1.9282E+00
6.6039E+02	3.7421E+01	3.3016E+00
6.2927E+02	1.5517E+01	2.0881E+00
4.6079E+01	2.3697E+01	3.1519E+00
2.6505E+01	4.5905E+01	3.5015E+00
6.3170E+02	8.8102E+02	3.7058E+00
6.7700E+02	8.5188E+02	3.7073E+00
6.5023E+02	8.7093E+02	3.3647E+00
3.7039E+01	8.6397E+02	1.9960E+00
5.1107E+01	8.7577E+02	1.4575E+00
7.1848E+01	8.8465E+02	3.6948E+00
1.3223E+01	8.3201E+02	3.4363E+00
1.4400E+00	8.2396E+02	3.6415E+00
6.6221E+02	4.4845E+01	2.3781E+00
6.4954E+02	3.1488E+01	3.0963E+00
6.3981E+02	1.8354E+01	3.4430E+00
6.1698E+02	1.1950E+01	3.5862E+00
6.1058E+02	7.7160E+00	2.9093E+00
5.2187E+01	2.0204E+01	3.2864E+00
1.8730E+01	4.9577E+01	6.1437E-01
8.3287E+01	4.1590E+00	2.1052E+00
